precision,recall,threshold
0.6536585365853659,1.0,0.00034003437031060457
0.6568627450980392,1.0,0.0003514382697176188
0.6600985221674877,1.0,0.0003761719854082912
0.6633663366336634,1.0,0.0003779203980229795
0.6666666666666666,1.0,0.0003937012515962124
0.67,1.0,0.0004339201550465077
0.6733668341708543,1.0,0.00045243132626637816
0.6767676767676768,1.0,0.000463441654574126
0.6802030456852792,1.0,0.00046627101255580783
0.6836734693877551,1.0,0.0004666414752136916
0.6871794871794872,1.0,0.00047179803368635476
0.6907216494845361,1.0,0.0005182913737371564
0.694300518134715,1.0,0.0005792579613626003
0.6979166666666666,1.0,0.0006009251228533685
0.7015706806282722,1.0,0.000667211483232677
0.7052631578947368,1.0,0.00068703293800354
0.708994708994709,1.0,0.0007926564430817962
0.7127659574468085,1.0,0.0008848442230373621
0.7165775401069518,1.0,0.0009882040321826935
0.7204301075268817,1.0,0.0010350721422582865
0.7243243243243244,1.0,0.0010724397143349051
0.7282608695652174,1.0,0.0012172312708571553
0.73224043715847,1.0,0.0012356487568467855
0.7362637362637363,1.0,0.0013228667667135596
0.7403314917127072,1.0,0.001335746026597917
0.7444444444444445,1.0,0.0013710350031033158
0.7486033519553073,1.0,0.0018474117387086153
0.7528089887640449,1.0,0.0018509370274841785
0.7570621468926554,1.0,0.0018740459345281124
0.7613636363636364,1.0,0.0019428166560828686
0.7657142857142857,1.0,0.0020566803868860006
0.7701149425287356,1.0,0.002234110375866294
0.7745664739884393,1.0,0.0022685746662318707
0.7790697674418605,1.0,0.0026981993578374386
0.783625730994152,1.0,0.0027662317734211683
0.788235294117647,1.0,0.003185828449204564
0.7928994082840237,1.0,0.003239620942622423
0.7976190476190477,1.0,0.0033197756856679916
0.8023952095808383,1.0,0.003366705495864153
0.8072289156626506,1.0,0.00348950014449656
0.8121212121212121,1.0,0.003873657900840044
0.8170731707317073,1.0,0.0039417739026248455
0.8220858895705522,1.0,0.004294950515031815
0.8271604938271605,1.0,0.004403357394039631
0.8322981366459627,1.0,0.00449347123503685
0.8375,1.0,0.004569060634821653
0.8427672955974843,1.0,0.0049790567718446255
0.8481012658227848,1.0,0.005271625705063343
0.8535031847133758,1.0,0.005930508486926556
0.8589743589743589,1.0,0.006577898282557726
0.864516129032258,1.0,0.008228841237723827
0.8701298701298701,1.0,0.008486578240990639
0.8758169934640523,1.0,0.010684195905923843
0.881578947368421,1.0,0.012304197065532207
0.8874172185430463,1.0,0.013657481409609318
0.8933333333333333,1.0,0.01718069799244404
0.8993288590604027,1.0,0.019084054976701736
0.9054054054054054,1.0,0.020461909472942352
0.9115646258503401,1.0,0.023045815527439117
0.9178082191780822,1.0,0.027943190187215805
0.9241379310344827,1.0,0.035402458161115646
0.9305555555555556,1.0,0.036770761013031006
0.9370629370629371,1.0,0.03831707313656807
0.9436619718309859,1.0,0.0480874665081501
0.950354609929078,1.0,0.057207077741622925
0.9571428571428572,1.0,0.0655936449766159
0.9640287769784173,1.0,0.15278881788253784
0.9710144927536232,1.0,0.38350823521614075
0.9708029197080292,0.9925373134328358,0.9147726893424988
0.9779411764705882,0.9925373134328358,0.9584227204322815
0.9777777777777777,0.9850746268656716,0.9791152477264404
0.9776119402985075,0.9776119402985075,0.9792438745498657
0.9774436090225563,0.9701492537313433,0.9825783371925354
0.9772727272727273,0.9626865671641791,0.9933674335479736
0.9847328244274809,0.9626865671641791,0.9968022108078003
0.9846153846153847,0.9552238805970149,0.9968165159225464
0.9844961240310077,0.9477611940298507,0.9980010986328125
0.984375,0.9402985074626866,0.9981154799461365
0.984251968503937,0.9328358208955224,0.9981657862663269
0.9920634920634921,0.9328358208955224,0.9983237981796265
0.992,0.9253731343283582,0.9985641241073608
0.9919354838709677,0.917910447761194,0.9985817670822144
1.0,0.917910447761194,0.9989550709724426
1.0,0.9104477611940298,0.9989693760871887
1.0,0.9029850746268657,0.9990471601486206
1.0,0.8955223880597015,0.9991023540496826
1.0,0.8880597014925373,0.999147891998291
1.0,0.8805970149253731,0.9993181228637695
1.0,0.8731343283582089,0.9993644952774048
1.0,0.8656716417910447,0.999417245388031
1.0,0.8582089552238806,0.999474287033081
1.0,0.8507462686567164,0.9995032548904419
1.0,0.8432835820895522,0.999538779258728
1.0,0.835820895522388,0.999557375907898
1.0,0.8283582089552238,0.999567449092865
1.0,0.8208955223880597,0.9995793104171753
1.0,0.8134328358208955,0.9996060132980347
1.0,0.8059701492537313,0.9996444582939148
1.0,0.7985074626865671,0.9996603727340698
1.0,0.7910447761194029,0.9996984601020813
1.0,0.7835820895522388,0.9997276067733765
